Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
64	0.0	0.0	0.0	0.0	51.5	85.74526	200.0	1.0	0.1	0.29999998	1.0	0.0	22.0	42.51823	108.0	0.0	1000.0	1000.0	255999	-1.7874182	1.2002705	14.009866	-6.4292784	-1.7873116	1.200615	16.15777	-6.4338536	1.613871	0.037697583	3812.5514533519745
65	0.0	0.0	0.0	0.0	25.5	44.167297	102.0	0.0	0.0	0.0	0.0	0.0	0.1	0.29999998	1.0	0.0	1000.0	1000.0	259999	-1.80522	1.1869838	12.840626	-6.763093	-1.8052393	1.1873826	16.481903	-6.5232525	1.6364659	0.036363397	3869.800581216812
66	0.0	0.0	0.0	0.0	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	5.4	11.074295	35.0	0.0	1000.0	1000.0	263999	-1.8263407	1.1691446	16.60096	-6.6909385	-1.82636	1.1696051	15.9289465	-6.6526732	1.661224	0.037741005	3928.7677681446075
67	0.0	0.0	0.0	0.0	0.25	0.4330127	1.0	0.0	0.0	0.0	0.0	0.0	11.1	32.30619	108.0	0.0	1000.0	1000.0	267999	-1.9013772	1.1487496	18.520962	-6.66488	-1.9014589	1.1492581	16.440125	-6.9433146	1.7358694	0.036752727	3989.7375152111053
68	0.0	0.0	0.0	0.0	67.25	115.903786	268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	271999	-1.9829333	1.1136523	13.846093	-6.2589583	-1.9828382	1.1142358	13.898457	-6.2202787	1.825394	0.035111528	4046.937729358673
69	0.0	0.0	0.0	0.0	1.5	2.598076	6.0	0.0	0.0	0.0	0.0	0.0	8.6	24.154505	81.0	0.0	1000.0	1000.0	275999	-2.0610664	1.118247	15.715616	-6.3190646	-2.0622146	1.1217048	17.534771	-6.302246	1.9028796	0.037152458	4103.826446294785
70	0.0	0.0	0.0	0.0	0.75	0.8291562	2.0	0.0	0.0	0.0	0.0	0.0	55.0	165.0	550.0	0.0	1000.0	1000.0	279999	-2.1401033	1.1535496	16.260775	-7.1195545	-2.1447678	1.1700076	12.652673	-7.903123	1.9771346	0.051737886	4162.853889226913
71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	28.351366	95.0	0.0	1000.0	1000.0	283999	-2.170257	1.1681304	14.480057	-7.2044096	-2.1726906	1.178837	13.008535	-8.280772	2.0081015	0.044028495	4224.042838335037
72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.9	57.95593	154.0	0.0	1000.0	1000.0	287999	-2.2024634	1.1431904	12.138815	-6.7338886	-2.2018769	1.1423181	11.722202	-6.545475	2.041276	0.037345763	4284.015877723694
73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.29999998	1.0	0.0	1000.0	1000.0	291999	-2.2582707	1.092604	13.562475	-6.4758143	-2.2577193	1.0919129	16.810959	-6.655241	2.1141274	0.033925828	4341.837421655655
74	0.0	0.0	0.0	0.0	1.25	2.1650636	5.0	0.0	0.0	0.0	0.0	0.0	0.4	0.91651505	3.0	0.0	1000.0	1000.0	295999	-2.2994626	1.080674	12.829784	-7.3136945	-2.2990906	1.0803189	12.427063	-7.235683	2.1602137	0.033301536	4398.395848751068
75	0.0	0.0	0.0	0.0	2.0	2.9154758	7.0	0.0	0.0	0.0	0.0	0.0	0.6	1.1999999	4.0	0.0	1000.0	1000.0	299999	-2.3501637	1.115222	15.772207	-6.949159	-2.3498712	1.1149089	12.927477	-7.4018	2.2049222	0.034301177	4461.509700059891
76	0.0	0.0	0.0	0.0	149.5	258.9416	598.0	0.0	0.0	0.0	0.0	0.0	2.9	8.371977	28.0	0.0	1000.0	1000.0	303999	-2.4069166	1.141255	10.561726	-7.2049894	-2.4069417	1.1418158	12.075535	-7.2367773	2.2536874	0.032109715	4520.540993690491
